title,genre,description,author,bookformat,isbn,pages,image
Seduced: The Scandalous Virgin,"Business,Nonfiction,Productivity,Self Help,Self Help,Personal Development,Leadership,Buisness,Business,Management,Audiobook,Psychology","Fresh from scandal in India, headstrong Genia Vernon is being shipped off to England, where she faces a gray future as companion to her aged aunt. When she meets arrogant rake Blade Maxwell on board, she has her one and only chance for a hot, passionate fling...,Blade wants to sow his wild oats one last time before duty forces him to marry. And being in such close proximity to fiery Genia has him more than tempted to break his golden rule--to never seduce a virgin",Deborah Hale,ebook,1426880138,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293902664l/10009133.jpg
"Broadway: An Encyclopedic Guide to the History, People, and Places of Times Square","Horror,Fiction,Fantasy,Audiobook,Short Stories,Suspense,Fantasy,Mythology,Horror,Lovecraftian",,Ken Bloom,Hardcover,816012490,442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1238706700l/1000916.jpg
Number 7 Queer Street,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Comic Book,Fantasy,Urban Fantasy,Comics Manga,Science Fiction","Number Seven, Queer Street is a collection of supernatural detective short stories by author Margery Lawrence. It was first published by Robert Hale in the United Kingdom in 1945. The first United States edition was published in 1966 by Mycroft & Moran in an edition of 2,027 copies and omits the last two stories. The stories are about Lawrence's supernatural detective Miles Pennoyer.",Margery Lawrence,,855942398,350,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295418492l/10009178.jpg
Return to Lovecraft Country: Fifteen Frightening Forays into the Lovecraftian Landscape,"History,Nonfiction,Biography,Science,Biology,Evolution,Travel,Science,History Of Science,Environment,Nature,Science,Biology,Science,Natural History","Take a journey through the New England of H.P. Lovecraft and return to many of the locales immortalized in his chilling tales of the Cthulhu Mythos. You will be guided by some of the finest authors of horror fiction, both past and present, as well as many up and coming talents who will take the dark children of Lovecraft into the mellennium. This collection contains works by T.E.D. Klein, Richard Lupoff, Thomas Ligotti, C.J. Henderson, and a rare reprint of a story by the great Lin Carter.","Scott David Aniolowski,Donald R. Burleson",Paperback,1575025353,240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171464303l/100092.jpg
The 12 Week Year,"Philosophy,Logic,Science,Mathematics","5 hrs and 17 mins,The guide to shortening your execution cycle down from one year to 12 weeks ,Most organizations and individuals work in the context of annual goals and plans; a 12-month execution cycle. Instead, The 12 Week Year avoids the pitfalls and low productivity of annualized thinking. This book redefines your ""year"" to be 12 weeks long. In 12 weeks, there just isn't enough time to get complacent, and urgency increases and intensifies. The 12 Week Year creates focus and clarity on what matters most and a sense of urgency to do it now. In the end more of the important stuff gets done and the impact on results is profound.Explains how to leverage the power of a 12-week year to drive improved results in any area of your lifeOffers a how-to book for both individuals and organizations seeking to improve their execution effectivenessAuthors are leading experts on execution and implementation ,Turn your organization's idea of a year on its head, and speed your journey to success.,Â©2013 Brian P. Moran and Michael Lennington (P)2014 Audible Inc.","Brian P. Moran,Michael Lennington",Nook,,208,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302134541l/10009377.jpg
"The Dark Worlds of H.P. Lovecraft, Vol 4","Education,Teaching,Nonfiction,Textbooks","Howard Phillips Lovecraft, has been hailed by literary critics as the inventor of modern horror, and a cultivating force behind such modern writers as Robert Bloch (Psycho), Wes Craven (The Craft, Nightmare on Elm Street, Scream), and Stephen King (Pet Semetary, Carrie, Children of the Corn), just to name a few. ,The Rats In The Walls: After its complete restoration, the narrator of this tale moves into his ancestral family home. Soon afterward, however, he begins to hear noises in the walls. Suspecting rats, he sets out traps but finds these vermin are not the kind so easily dispatched. One of the all-time creepiest of Lovecraft's tales. ,The Shunned House: In the city of Providence stands an antique home of which everyone whispers. Never called haunted exactly, it is known as a place unlucky, one in which people have supposedly died in alarmingly great numbers. This is what Lovecraft's narrator tells us, just before he and his uncle begin a series of investigations into the old place, a place with a terrible odor, one that is stronger in the basement than any place else. ,The Music Of Eric Zann: In the city of Lights, an impoverished student hears incredible music coming from peaked garret overhead. He knows little of the violin, but is certain from the fantastic pieces he hears night after night that he is in the presence of a highly original genius. But, it isn't long before he finds himself wondering, why does Zann only play at night? And why every night? ,Brought to life again by the incomparable Wayne June, come horrors from the mind of the Master himself, in the way that only he can. Approx. 3.5 Hours","H.P. Lovecraft,Wayne June,Fred Godsmark",Audio CD,1897304242,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328697755l/100093.jpg
Midnight Nation,"Nonfiction,Science,History,Biography,Psychology,Childrens,Middle Grade,Historical,Childrens,Neuroscience,Brain,Medical","Writer J. Michael Straczynski's classic tale of loss and redemption is collected in its entirety with all 12 issues, Midnight Nation #1/2, and a cover gallery. Also includes a touching and insightful afterword from Straczynski. ","J. Michael Straczynski,Gary Frank",Paperback,1582404607,304,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360248859l/100094.jpg
Darwin and the Beagle,"Education,Parenting,Teaching,Nonfiction,Academic,School,Academic,Grad School",1st Penguin trade 1971 edition paperback vg++ to fine book In stock shipped from our UK warehouse,Alan Moorehead,Paperback,140033270,224,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421880007l/1000951.jpg
"The Adventure of Reason: Interplay Between Philosophy of Mathematics and Mathematical Logic, 1900-1940","Classics,Fiction,European Literature,German Literature,Academic,School,Literature,Novels,Roman,Literature,20th Century,Cultural,Germany,Academic,Read For School","Paolo Mancosu presents a series of innovative studies in the history and the philosophy of logic and mathematics in the first half of the twentieth century. ,The Adventure of Reason ,is divided into five main sections: history of logic (from Russell to Tarski); foundational issues (Hilbert's program, constructivity, Wittgenstein, Godel); mathematics and phenomenology (Weyl, Becker, Mahnke); nominalism (Quine, Tarski); semantics (Tarski, Carnap, Neurath). Mancosu exploits extensive untapped archival sources to make available a wealth of new material that deepens in significant ways our understanding of these fascinating areas of modern intellectual history. At the same time, the book is a contribution to recent philosophical debates, in particular on the prospects for a successful nominalist reconstruction of mathematics, the nature of finitist intuition, the viability of alternative definitions of logical consequence, and the extent to which phenomenology can hope to account for the exact sciences.",Paolo Mancosu,Hardcover,199546533,618,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348549487l/10009603.jpg
Conscious Classroom Management: Unlocking the Secrets of Great Teaching,"Economics,Finance,Nonfiction,Business,Currency,Money,Economics,Finance,Personal Finance,Self Help,Self Help,Personal Development,Buisness,Womens","[This] book takes a magnifying glass to great teaching, revealing the key assumptions that allow teachers to organize their teaching and discipline students in ways that invite student cooperation.-From the Foreword by Spence Rogers, Founder and DirectorPeak Learning SystemsRick Smith peeks behind the invisible veil of good teaching to discover numerous enlightening classical concepts and techniques that all teachers can use to become better at their craft.-Rick CurwinAuthor, Discipline with DignityRick Smith has the power to engage any learner. His deep understanding of how we learn, his highly nuanced, empathetic humor, and his gentle regard for fellow learners of any age combine to provide the reader with 'aha after aha.'-Bea Warner, Staff Development DirectorEscondido, CAMake your job easier! Find out what really works for effective classroom management and reap the benefits of engaged and productive students!Conscious Classroom Management is a delightfully rich text that incorporates meaningful stories, insights, humor, and invaluable strategies for what really works in the classroom. And while classroom management is the primary factor behind how successful teachers can achieve sustained student learning, this wonderful text also addresses the human elements of teaching, focusing on three primary subjects: the students, the teacher, and the relationship between the two. Comprehensive and practical, Conscious Classroom Management helps teachers to: Eliminate power struggles with your most challenging students Discover how holding your ground can help students cooperate Uncover your teacher presence while reducing stress Create lessons that help students remainfocused, eager, and willing to learn Appreciate your craft at a deeper level Think ahead and prepare to teach Energize and invigorate how you mentor and train other teachersFor the novice, first-year teacher to the veteran, classroom-tested teacher, classroom management is the most critical factor for sustained student learning. And eliminating the cycle of student misbehavior is the cornerstone for effective classroom management. This reference transcends every level of preparation and provides new and experienced teachers with the practical and comprehensive strategies necessary to get the most out of every student. Written in an easy-to-read and humorous, conversational style, this resource is indispensable for new teacher induction or regular staff development.","Rick     Smith,Tom Hermansen,Spence Rogers",Paperback,1889236500,241,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387746803l/100098.jpg
